6
673
id	astId	startLong	startLat	endLong	endLat
string	int	float	float	float	float
astline_46_2	46	152.09291999999999	11.967219999999999	151.83332999999999	16.762779999999999
astline_46_3	46	151.83332999999999	16.762779999999999	154.99292	19.841670000000001
astline_46_4	46	154.99292	19.841670000000001	168.52708000000001	20.523610000000001
astline_46_5	46	168.52708000000001	20.523610000000001	177.26499999999999	14.57194
astline_46_6	46	154.99292	19.841670000000001	154.17250000000001	23.41722
astline_46_7	46	154.17250000000001	23.41722	148.19083000000001	26.00694
astline_46_8	46	148.19083000000001	26.00694	146.46292	23.774170000000002
astline_46_9	46	168.52708000000001	20.523610000000001	168.56	15.42944
astline_47_0	47	91.538749999999993	-14.935280000000001	89.101249999999993	-14.16778
astline_47_1	47	89.101249999999993	-14.16778	86.738749999999996	-14.82194
astline_47_2	47	86.738749999999996	-14.82194	83.182500000000005	-17.822220000000002
astline_47_3	47	83.182500000000005	-17.822220000000002	78.232919999999993	-16.205559999999998
astline_47_4	47	83.182500000000005	-17.822220000000002	87.830420000000004	-20.879169999999998
astline_47_5	47	87.830420000000004	-20.879169999999998	86.115830000000003	-22.448329999999999
astline_47_6	47	86.115830000000003	-22.448329999999999	82.061250000000001	-20.759440000000001
astline_47_7	47	82.061250000000001	-20.759440000000001	76.36542	-22.371110000000002
astline_47_8	47	83.182500000000005	-17.822220000000002	82.061250000000001	-20.759440000000001
astline_47_9	47	78.232919999999993	-16.205559999999998	79.893749999999997	-13.17667
astline_47_10	47	78.232919999999993	-16.205559999999998	78.307919999999996	-12.94139
astline_47_11	47	76.36542	-22.371110000000002	78.232919999999993	-16.205559999999998
astline_47_12	47	78.307919999999996	-12.94139	78.074579999999997	-11.86917
astline_47_13	47	79.893749999999997	-13.17667	79.996250000000003	-12.31556
astline_48_0	48	238.45625000000001	-16.72944	233.88167000000001	-14.789440000000001
astline_48_1	48	233.88167000000001	-14.789440000000001	229.25166999999999	-9.3830600000000004
astline_48_2	48	229.25166999999999	-9.3830600000000004	222.71958000000001	-16.04167
astline_48_3	48	222.71958000000001	-16.04167	226.01750000000001	-25.281939999999999
astline_48_4	48	226.01750000000001	-25.281939999999999	233.88167000000001	-14.789440000000001
astline_49_0	49	163.32792000000001	34.215000000000003	156.97083000000001	36.70722
astline_49_1	49	156.97083000000001	36.70722	151.85749999999999	35.244720000000001
astline_49_2	49	151.85749999999999	35.244720000000001	143.55582999999999	36.397500000000001
